x1,x2
0.7055,0.0092
0.6598,0.0000
0.7224,0.2441
0.5889,0.1323
0.2578,0.1709
0.2404,0.1152
0.6993,0.1006
0.5379,0.4072
0.9470,0.0000
0.7025,0.0000
0.1000,0.0000
0.1000,0.1224
0.5362,0.0000
0.3021,0.0664
0.4014,0.2984
0.8355,0.0327
0.3644,0.1485
0.6194,0.0000
0.3007,0.1208
0.7458,0.0000
0.1251,0.0000
0.6806,0.1250
0.6147,0.0549
0.9290,0.0614
1.0000,0.0000
0.8052,0.0000
0.3302,0.0000
0.6981,0.0000
0.3976,0.1971
0.5226,0.0559
0.6596,0.1913
0.7242,0.1257
0.8810,0.0000
0.8044,0.1110
0.5764,0.0000
0.4694,0.0962
0.5570,0.0000
0.7832,0.0000
0.4854,0.1375
1.0000,0.0000
0.7903,0.1983
1.0000,0.1663
0.2521,0.0679
0.9696,0.0634
0.1122,0.0000
0.3043,0.0000
0.9746,0.0000
0.4186,0.0531
0.5024,0.0248
0.8795,0.0000
0.8062,0.2182
0.6306,0.0564
0.7025,0.0000
0.3634,0.0000
0.8572,0.0000
0.9096,0.0661
0.1000,0.0000
0.7993,0.0000
1.0000,0.0000
0.3252,0.1221
0.4373,0.0000
0.3589,0.0000
0.6709,0.0008
0.5333,0.0331
0.5709,0.0000
0.7196,0.0000
0.1446,0.0380
0.7945,0.4248
0.8719,0.0323
0.5536,0.0963
0.1000,0.0845
0.7487,0.1263
0.4399,0.2506
1.0000,0.1254
0.6440,0.0000
0.6548,0.0241
0.8981,0.1458
0.6064,0.0000
1.0000,0.1664
0.8090,0.0000
0.2873,0.1641
0.1000,0.1211
0.5753,0.1302
0.1799,0.2087
0.6979,0.1302
0.5484,0.0233
0.4410,0.2202
0.3740,0.1833
0.3498,0.1773
0.9382,0.0000
1.0000,0.0000
0.7712,0.0000
0.1492,0.0431
0.1000,0.1654
0.1712,0.0000
0.3716,0.1596
0.7617,0.0000
0.3148,0.0249
0.5394,0.1746
1.0000,0.2214
0.6706,0.0140
0.3512,0.0000
0.8212,0.1637
0.6953,0.0000
0.4898,0.0245
0.3630,0.0000
0.3237,0.0000
0.7425,0.0000
0.6792,0.0012
0.9380,0.2213
0.2960,0.1372
0.6742,0.1275
0.2755,0.0000
0.7642,0.0971
0.1000,0.0000
0.8142,0.0155
0.6894,0.0000
0.2882,0.0000
0.8409,0.0000
0.1249,0.2033
0.7351,0.0000
0.2696,0.0000
0.6819,0.1022
0.3163,0.0260
0.3421,0.0000
0.9096,0.1221
0.2308,0.0224
0.6345,0.1574
0.7089,0.0478
1.0000,0.1974
0.4748,0.0000
0.3168,0.1084
0.7207,0.0000
0.8856,0.1157
0.5169,0.3153
0.8755,0.0000
0.4691,0.0846
0.3145,0.0166
0.9815,0.0587
0.6962,0.1919
0.2385,0.2343
0.3737,0.0258
0.5105,0.2767
0.5846,0.0235
0.6342,0.0148
0.3451,0.1734
0.3201,0.0346
0.3348,0.3094
0.5043,0.0000
0.9420,0.3253
0.1000,0.1049
0.7735,0.0000
0.8015,0.0318
0.6749,0.0670
0.4993,0.0000
0.5636,0.0000
1.0000,0.0000
0.3925,0.0000
0.8265,0.0471
0.8326,0.0270
0.5438,0.0010
0.7183,0.3375
0.4526,0.0816
0.2846,0.1273
0.3543,0.1191
0.6309,0.0506
0.2257,0.0000
0.3139,0.0502
0.9844,0.0911
0.1029,0.0000
0.3004,0.1664
0.8619,0.2120
0.2284,0.0000
0.6568,0.0464
0.1922,0.0000
0.5442,0.0863
0.3096,0.1903
0.5401,0.0937
0.5317,0.1304
0.1398,0.0000
0.1065,0.1052
0.8691,0.0000
0.2517,0.0618
0.4193,0.0331
0.4258,0.2058
0.5712,0.0000
0.6087,0.0866
0.4904,0.0000
0.1000,0.0045
0.5606,0.0000
0.9939,0.0476
0.7068,0.1107
0.7155,0.0000
0.1980,0.1462
0.5133,0.0000
0.4051,0.1075
0.8967,0.0000
0.9801,0.1269
0.5487,0.0000
0.7118,0.3286
0.1889,0.2162
0.3574,0.0000
0.5268,0.0307
1.0000,0.0000
0.6782,0.0951
0.5407,0.1297
0.6888,0.0000
0.6925,0.0563
0.5229,0.0838
0.1000,0.0000
0.7332,0.1444
0.6565,0.0776
0.3345,0.2268
0.1000,0.0532
0.2999,0.0000
0.6854,0.0413
0.4933,0.0000
1.0000,0.0000
0.1917,0.0789
0.7077,0.0000
0.5701,0.0046
0.8588,0.0037
0.8254,0.0791
0.6611,0.2680
0.1000,0.0230
0.1000,0.0000
0.3856,0.1488
0.1653,0.1238
0.7160,0.0000
0.3013,0.0139
0.8702,0.0000
1.0000,0.0041
1.0000,0.0518
0.1751,0.1119
0.8702,0.2598
0.8028,0.0862
0.8757,0.0790
0.5409,0.0945
0.9253,0.0000
1.0000,0.0119
0.4413,0.0000
0.4317,0.1490
0.9030,0.0535
0.4008,0.0879
0.9087,0.0493
0.2469,0.0000
0.4399,0.0000
0.7172,0.0000
0.1250,0.0686
0.4027,0.0000
0.7039,0.4149
0.4931,0.1642
0.5651,0.0455
0.7815,0.0000
1.0000,0.0668
1.0000,0.1119
0.8301,0.0128
0.6983,0.1171
0.7998,0.0000
0.7663,0.0000
0.6487,0.2238
0.1562,0.0833
0.4552,0.2743
0.4923,0.0000
1.0000,0.0000
0.3075,0.0000
0.3792,0.0801
0.7627,0.0000
0.2660,0.0000
0.4967,0.0000
0.6404,0.0026
0.7967,0.0652
0.5453,0.1169
0.7764,0.1530
0.3888,0.0338
0.9305,0.2390
0.8171,0.1088
0.8786,0.0000
0.1832,0.2473
0.1000,0.0000
0.3618,0.0737
0.4814,0.1711
0.6533,0.0649
0.4723,0.2063
1.0000,0.0000
0.1000,0.0000
0.4000,0.2232
0.9668,0.0000
1.0000,0.0302
0.8821,0.0000
0.1000,0.0000
0.1000,0.1457
0.6536,0.1353
0.5155,0.0000
0.8887,0.1120
0.8553,0.1068
0.3851,0.0000
0.7393,0.0239
0.6410,0.0000
0.6256,0.0093
0.6072,0.1194
0.8666,0.0000
0.6624,0.2102
0.4271,0.0645
0.8497,0.2742
0.8542,0.0325
0.5726,0.0680
0.7635,0.0000
0.3194,0.0000
0.1747,0.1388
0.6986,0.0000
0.1379,0.0111
